8,3,13,10,4,12,6,15,1,7,9,11,5,14,2
6,12,11,8,1,3,15,10,4,2,5,14,7,13,9
3,13,6,2,11,1,9,12,7,10,8,14,5,15,4
9,8,2,5,14,4,3,13,7,1,10,12,6,11,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
12,1,11,7,6,2,10,4,9,8,13,3,15,5,14
6,10,3,7,11,9,13,12,4,15,1,5,8,14,2
12,9,4,10,8,6,1,5,7,2,3,11,13,14,15
7,11,12,4,9,5,13,1,8,10,6,2,3,15,14
9,14,15,11,8,13,5,2,7,6,4,3,10,1,12
9,15,3,5,12,10,7,11,8,6,1,13,4,2,14
11,10,8,9,14,3,7,4,15,6,12,2,13,5,1
13,14,10,6,8,9,1,3,15,4,5,7,12,11,2
6,8,11,12,4,10,13,5,9,7,14,15,1,3,2
8,9,4,15,2,7,5,13,14,11,3,12,10,6,1
10,9,6,14,8,1,4,13,3,2,5,7,12,15,11
12,9,4,10,7,3,6,8,11,1,13,15,14,5,2
6,11,1,12,14,15,7,5,10,4,3,13,8,2,9
2,3,5,11,13,4,6,7,14,1,9,12,10,15,8
11,7,10,12,1,5,15,8,4,3,9,6,14,13,2
12,3,6,8,11,1,15,10,4,2,5,14,7,13,9
12,1,11,7,6,2,10,8,4,9,13,3,15,5,14
9,7,10,12,8,2,5,14,4,3,13,1,6,11,15
12,1,11,6,2,10,4,8,3,15,5,14,7,13,9
10,9,6,14,8,1,4,13,3,2,5,7,12,15,11
13,14,10,6,8,9,1,3,15,4,5,7,12,2,11
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
11,10,8,9,14,3,7,4,15,6,12,2,13,5,1
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,3,5,11,13,4,6,7,14,1,9,12,10,15,8
11,10,8,9,14,3,7,4,15,6,12,2,13,5,1
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
12,9,4,10,7,3,6,8,11,1,13,15,14,5,2
11,7,10,12,1,5,15,8,4,3,9,6,14,13,2
12,1,11,7,6,2,10,4,9,8,13,3,15,5,14
8,9,4,15,2,7,5,13,14,11,3,12,10,6,1
12,1,11,7,6,2,10,4,9,8,13,3,15,5,14
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
11,10,8,9,14,3,7,4,15,6,12,2,13,5,1
12,11,7,6,3,1,13,14,2,10,4,9,8,15,5
12,9,4,10,7,3,2,8,11,1,13,14,5,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
12,1,11,6,2,10,8,14,4,9,7,5,13,3,15
14,3,11,7,6,2,10,4,9,8,13,15,12,5,1
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
10,9,6,14,8,1,4,13,3,2,5,7,12,15,11
12,1,11,7,6,2,10,4,9,8,13,3,15,5,14
12,1,11,7,6,2,10,4,9,8,13,3,15,5,14
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,3,5,11,13,4,6,7,14,1,9,12,10,15,8
12,1,11,7,6,2,10,4,9,8,13,3,15,5,14
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,1,10,6,14,4,9,7,5,13,3,15
11,7,10,12,3,1,13,14,2,6,4,9,8,15,5
12,1,11,2,8,13,3,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
6,2,11,12,3,1,13,14,4,9,7,10,8,5,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
12,1,11,7,6,2,10,4,9,8,13,3,15,5,14
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
11,7,12,3,1,13,14,2,4,9,8,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
11,7,10,12,3,1,13,14,2,6,4,9,8,15,5
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
12,1,11,2,8,13,3,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
8,11,12,3,1,9,13,14,2,6,4,7,5,10,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,11,8,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
11,7,10,12,3,1,13,14,2,6,4,9,8,15,5
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,11,8,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,11,8,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,8,11,12,3,1,13,14,4,9,7,5,10,6,15
2,11,12,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,11,8,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,11,8,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,11,8,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,11,8,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
14,12,11,8,3,1,13,2,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,11,8,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,8,11,13,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
11,12,14,8,3,1,13,2,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,6,8,3,1,13,14,4,9,7,5,10,11,15
2,11,8,12,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
14,12,11,8,3,1,13,2,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
11,8,13,2,3,1,12,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,11,13,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,8,11,13,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
14,12,11,8,3,1,13,2,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
14,12,11,8,3,1,13,2,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,11,13,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
14,12,11,8,3,1,13,2,4,9,7,5,10,6,15
14,12,11,8,3,1,13,2,4,9,7,5,10,6,15
2,12,11,8,3,1,13,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
2,13,11,8,3,1,12,14,4,9,7,5,10,6,15
